SITE,DTS,COUNTID,LANE,DIR,SPD,AX,GW_TOT,HEADT,GAPT,LENTH,CS,AWT01,AWT02,AWT03,AWT04,AWT05,AWT06,AWT07,AWT08,AWT09,W1_2,W2_3,W3_4,W4_5,W5_6,W6_7,W7_8,W8_9,TYPE
405,20000105T074733,30311,1,1,88,2,11100,3,2.8,604,4,5050,6050,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,11
405,20000105T074820,30312,1,1,88,2,10470,2,1.9,807,4,5710,4760,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,11
405,20000105T074824,30313,1,1,87,2,8990,4,3.7,758,4,4510,4480,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,11
405,20000105T074843,30314,1,1,79,2,6580,6.5,6.4,756,4,4310,2270,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,11
405,20000105T074845,30315,1,1,82,2,5240,2.4,2,775,4,3530,1710,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,11
405,20000105T074947,30316,1,1,71,2,4820,3.5,3.4,654,4,1910,2910,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,11
405,20000105T075006,30317,1,1,109,2,7140,5.1,5,759,4,4700,2440,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,11
405,20000105T075008,30318,1,1,104,2,8680,1.7,1.4,787,3,3230,5450,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,11
405,20000105T075142,30319,1,1,106,2,13520,3.7,3.6,881,3,5940,7580,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,11
405,20000105T075202,30320,1,1,86,4,15930,3.3,3.1,1788,5,5750,4060,2870,3250,0,0,0,0,0,504,529,500,0,0,0,0,0,1111
405,20000105T075213,30321,1,1,86,2,10150,4.3,4.2,768,4,5050,5100,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,11
405,20000105T075355,30322,1,1,68,2,27350,6,5.9,615,4,13940,13410,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,11
405,20000105T075405,30323,1,1,87,2,5390,1.6,1.5,776,4,3530,1860,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,11
405,20000105T075545,30324,1,1,84,2,5210,2.6,2.5,744,4,3710,1500,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,11
405,20000105T075606,30325,1,1,86,4,4910,3.4,3.3,1151,7,1380,2080,860,590,0,0,0,0,0,335,508,77,0,0,0,0,0,112
405,20000105T075644,30326,1,1,84,3,9600,5.9,5.8,793,4,4970,2440,2190,0,0,0,0,0,0,405,133,0,0,0,0,0,0,12
405,20000105T080101,30327,1,1,88,4,27920,7,6.9,1173,6,6460,7440,7010,7010,0,0,0,0,0,370,410,138,0,0,0,0,0,112
405,20000105T080105,30328,1,1,87,3,8250,3.3,2.8,632,7,5530,1360,1360,0,0,0,0,0,0,326,137,0,0,0,0,0,0,12
405,20000105T080111,30329,1,1,88,4,11420,1.7,1.6,805,4,3310,2280,2910,2920,0,0,0,0,0,176,237,137,0,0,0,0,0,22
405,20000105T080307,30330,1,1,88,4,17280,3.7,3.6,1539,6,6640,3860,3590,3190,0,0,0,0,0,377,699,208,0,0,0,0,0,1111
405,20000105T080316,30331,1,1,87,4,24480,8.8,8.2,878,4,5380,6240,6240,6620,0,0,0,0,0,147,357,134,0,0,0,0,0,22
405,20000105T080348,30332,1,1,87,2,4950,3.8,3.6,732,4,2460,2490,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,11
405,20000105T080429,30333,1,1,83,2,4200,2.6,2.4,571,1,2770,1430,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,11
405,20000105T080514,30334,1,1,84,2,4890,5.9,5.8,758,4,2350,2540,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,11
405,20000105T080619,30335,1,1,88,2,9350,0.8,0.7,810,4,5240,4110,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,11
405,20000105T080622,30336,1,1,88,4,9320,2.9,2.5,1395,6,3320,2960,1750,1290,0,0,0,0,0,384,621,135,0,0,0,0,0,112
405,20000105T080748,30337,1,1,86,4,23450,1.5,1.4,851,4,5150,6530,5700,6070,0,0,0,0,0,147,321,139,0,0,0,0,0,22
405,20000105T080824,30338,1,1,85,2,6480,5,4.9,766,4,2770,3710,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,11
405,20000105T080847,30339,1,1,78,3,12230,4.6,4.5,849,6,4500,5230,2500,0,0,0,0,0,0,321,452,0,0,0,0,0,0,111
405,20000105T080851,30340,1,1,85,2,7200,3.4,3.1,680,4,4710,2490,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,11
405,20000105T081025,30342,1,1,87,3,3570,2.8,2.6,922,7,1470,920,1180,0,0,0,0,0,0,316,351,0,0,0,0,0,0,111
405,20000105T081248,30343,1,1,88,4,13910,3.5,3.4,1512,6,5780,2240,2940,2950,0,0,0,0,0,364,714,179,0,0,0,0,0,112
405,20000105T081333,30344,1,1,84,4,13000,5.9,5.8,1349,6,5200,3920,1830,2050,0,0,0,0,0,381,506,207,0,0,0,0,0,1111
405,20000105T081426,30345,1,1,85,5,15260,2.4,2.3,1651,5,5330,3770,1970,2090,2100,0,0,0,0,465,136,651,144,0,0,0,0,122
405,20000105T081438,30346,1,1,85,4,22530,3.5,3.4,895,4,5470,6270,5470,5320,0,0,0,0,0,148,351,141,0,0,0,0,0,22
405,20000105T081450,30347,1,1,85,3,18960,1.5,1.4,686,7,7430,3940,7590,0,0,0,0,0,0,316,135,0,0,0,0,0,0,12
405,20000105T081640,30348,1,1,79,4,25980,5.2,5.1,1867,5,6620,7740,5910,5710,0,0,0,0,0,531,581,500,0,0,0,0,0,1111
405,20000105T081642,30349,1,1,76,3,3650,2,1.1,1093,7,840,1100,1710,0,0,0,0,0,0,272,566,0,0,0,0,0,0,111
405,20000105T081725,30350,1,1,97,2,3790,7.7,7.6,797,4,1820,1970,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,11
405,20000105T081746,30351,1,1,87,2,4440,2.8,2.7,545,1,3290,1150,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,11
405,20000105T081748,30352,1,1,85,2,10050,1.9,1.7,808,4,6260,3790,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,11
405,20000105T081951,30353,1,1,83,4,11690,3.3,3.1,1403,6,5270,2470,1920,2030,0,0,0,0,0,378,634,136,0,0,0,0,0,112
405,20000105T082053,30354,1,1,90,4,10620,2.6,2.4,1378,6,5280,2120,1580,1640,0,0,0,0,0,383,559,181,0,0,0,0,0,112
405,20000105T082056,30355,1,1,88,2,4830,2.7,2.1,822,4,2120,2710,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,11
405,20000105T082126,30356,1,1,87,3,14110,3.1,3,840,4,7800,2650,3660,0,0,0,0,0,0,451,134,0,0,0,0,0,0,12
405,20000105T082141,30357,1,1,87,3,13550,2.3,2.2,842,4,4200,4620,4730,0,0,0,0,0,0,446,141,0,0,0,0,0,0,12
405,20000105T082356,30358,1,1,86,2,6890,5,4.8,815,4,3270,3620,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,11
405,20000105T082423,30359,1,1,89,5,11430,4.5,4.4,1426,6,4250,3230,760,1340,1850,0,0,0,0,385,523,133,130,0,0,0,0,113
405,20000105T082424,30360,1,1,80,2,6590,1.2,0.6,797,4,2790,3800,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,11
405,20000105T082448,30361,1,1,85,4,17520,3.2,3.1,1738,5,5910,4940,3430,3240,0,0,0,0,0,521,563,462,0,0,0,0,0,1111
405,20000105T082600,30362,1,1,87,3,17900,3.6,3.5,905,4,7790,4490,5620,0,0,0,0,0,0,509,141,0,0,0,0,0,0,12
405,20000105T082629,30363,1,1,81,2,7130,2.1,1.9,762,4,3970,3160,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,11
405,20000105T082655,30364,1,1,85,4,11900,2.7,2.6,1524,5,4670,3680,1910,1640,0,0,0,0,0,445,496,379,0,0,0,0,0,1111
405,20000105T082818,30365,1,1,84,2,4370,2.9,2.8,810,4,2090,2280,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,11
405,20000105T082847,30366,1,1,104,2,4290,1.2,1.1,528,1,1530,2760,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,11
405,20000105T082927,30367,1,1,83,4,18810,1.7,1.6,1788,5,5090,6710,3470,3540,0,0,0,0,0,547,529,511,0,0,0,0,0,1111
405,20000105T083105,30368,1,1,88,4,15870,3.7,3.6,1800,5,4480,5660,3050,2680,0,0,0,0,0,444,667,509,0,0,0,0,0,1111
405,20000105T083146,30369,1,1,85,4,23350,1.4,1.3,841,4,4300,4760,6870,7420,0,0,0,0,0,150,351,140,0,0,0,0,0,22
405,20000105T083209,30370,1,1,88,4,18710,5.7,5.6,1873,5,4030,7480,4100,3100,0,0,0,0,0,520,590,508,0,0,0,0,0,1111
405,20000105T083236,30371,1,1,86,2,7430,3.7,3.6,640,4,3550,3880,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,11
405,20000105T083252,30372,1,1,80,3,10520,2.3,2.2,857,6,3960,5120,1440,0,0,0,0,0,0,324,449,0,0,0,0,0,0,111
405,20000105T083431,30373,1,1,86,4,15230,2.9,2.8,1364,6,4420,5730,2090,2990,0,0,0,0,0,387,600,122,0,0,0,0,0,112
405,20000105T083436,30374,1,1,87,5,21730,5.1,4.4,1805,5,8780,3070,4170,3660,2050,0,0,0,0,463,135,508,534,0,0,0,0,1211
405,20000105T083447,30375,1,1,88,4,12410,10.7,9.9,1836,5,3160,3650,3450,2150,0,0,0,0,0,508,545,528,0,0,0,0,0,1111
405,20000105T083553,30376,1,1,84,3,19320,5.9,5.8,843,4,5980,6440,6900,0,0,0,0,0,0,449,139,0,0,0,0,0,0,12
405,20000105T083555,30377,1,1,86,4,16630,1.4,1,1437,6,4430,6130,3060,3010,0,0,0,0,0,366,686,130,0,0,0,0,0,112
405,20000105T083909,30378,1,1,89,2,9330,2.9,2.7,737,4,5120,4210,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,11
405,20000105T083936,30379,1,1,113,2,3530,1.7,1.5,595,4,1610,1920,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,11
405,20000105T083943,30380,1,1,88,2,8130,1.2,1.1,827,4,5580,2550,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,11
405,20000105T083954,30381,1,1,82,2,9820,1.2,1.1,806,4,6740,3080,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,11
405,20000105T084027,30382,1,1,80,4,19560,1.3,1.2,1410,6,6360,4450,3990,4760,0,0,0,0,0,380,634,141,0,0,0,0,0,112
405,20000105T084035,30383,1,1,85,4,28370,8.4,7.6,846,4,5120,5120,8900,9230,0,0,0,0,0,159,296,136,0,0,0,0,0,22
405,20000105T084306,30384,1,1,90,2,3530,5.8,5.5,634,4,1230,2300,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,11
405,20000105T084323,30385,1,1,94,4,14190,6,5.9,1874,5,5730,4280,2560,1620,0,0,0,0,0,487,680,470,0,0,0,0,0,1111
405,20000105T084400,30386,1,1,77,2,9340,5.1,5,812,4,4760,4580,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,11
405,20000105T084412,30387,1,1,87,4,11550,6.2,6,1722,5,6110,2980,1220,1240,0,0,0,0,0,504,559,488,0,0,0,0,0,1111
405,20000105T084435,30388,1,1,86,4,21840,2.2,2.1,896,4,2650,2740,8220,8230,0,0,0,0,0,150,356,135,0,0,0,0,0,22
405,20000105T084440,30389,1,1,89,4,22880,4.7,4.3,1429,6,6730,6460,4660,5030,0,0,0,0,0,386,653,135,0,0,0,0,0,112
405,20000105T084459,30390,1,1,108,2,4410,2.7,2.6,589,1,1710,2700,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,11
405,20000105T084509,30391,1,1,91,4,12870,10.6,10.4,1400,6,4940,3880,1860,2190,0,0,0,0,0,381,633,131,0,0,0,0,0,112
405,20000105T084525,30392,1,1,94,2,6590,4.1,4,738,4,3620,2970,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,11
405,20000105T084552,30393,1,1,88,4,20100,5.8,5.6,1792,5,4730,7640,4020,3710,0,0,0,0,0,505,578,469,0,0,0,0,0,1111
405,20000105T084615,30394,1,1,91,2,10190,1.7,1.5,758,4,6110,4080,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,11
405,20000105T084621,30395,1,1,87,5,21770,3,2.9,1466,6,8020,6490,2560,2050,2650,0,0,0,0,375,574,128,134,0,0,0,0,113
405,20000105T084630,30396,1,1,87,4,11930,5.2,5.1,1801,5,4870,3930,1640,1490,0,0,0,0,0,572,541,475,0,0,0,0,0,1111
405,20000105T084632,30397,1,1,88,2,6680,1.5,0.8,672,4,3170,3510,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,11
405,20000105T085024,30398,1,1,78,4,21680,2.5,2.4,1399,6,5610,8070,3650,4350,0,0,0,0,0,349,659,136,0,0,0,0,0,112
405,20000105T085036,30399,1,1,88,4,8840,1.9,1.8,1849,5,2810,2670,1760,1600,0,0,0,0,0,550,543,501,0,0,0,0,0,1111
405,20000105T085054,30400,1,1,93,4,7300,3.2,3.1,1367,6,2540,1860,1690,1210,0,0,0,0,0,357,623,132,0,0,0,0,0,112
405,20000105T085118,30401,1,1,87,2,7240,4.9,4.8,759,4,3210,4030,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,11
405,20000105T085153,30402,1,1,88,2,11570,1.4,1.3,842,4,5900,5670,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,11
405,20000105T085255,30403,1,1,87,4,11530,6.9,6.8,1803,5,5650,2080,2080,1720,0,0,0,0,0,572,559,473,0,0,0,0,0,1111
405,20000105T085302,30404,1,1,86,2,8780,7.2,6.5,726,4,4680,4100,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,11
405,20000105T085335,30405,1,1,88,3,12750,3.2,3,1347,6,5300,3800,3650,0,0,0,0,0,0,380,722,0,0,0,0,0,0,111
405,20000105T085406,30406,1,1,82,4,12690,1.5,1.4,1372,6,5820,2040,2490,2340,0,0,0,0,0,385,591,141,0,0,0,0,0,112
405,20000105T085408,30407,1,1,81,4,19030,2.6,1.9,1431,6,5590,8130,2760,2550,0,0,0,0,0,378,613,185,0,0,0,0,0,112
405,20000105T085410,30408,1,1,82,5,11500,2,1.3,1457,6,3020,3250,1530,1710,1990,0,0,0,0,353,589,127,133,0,0,0,0,113
405,20000105T085412,30409,1,1,82,5,24770,1.3,0.6,1479,6,6120,6020,5630,3980,3020,0,0,0,0,364,595,129,136,0,0,0,0,113
405,20000105T085417,30410,1,1,87,4,26510,5.5,4.8,1222,6,7480,6240,6440,6350,0,0,0,0,0,379,458,130,0,0,0,0,0,112
405,20000105T085423,30411,1,1,85,2,7620,5.2,4.6,669,4,3730,3890,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,11
405,20000105T085437,30412,1,1,105,5,19370,2,1.8,1624,7,4790,7370,3570,1510,2130,0,0,0,0,558,128,585,98,0,0,0,0,122
405,20000105T085507,30413,1,1,89,4,11440,4.8,4.7,1373,6,6500,2060,1570,1310,0,0,0,0,0,372,543,203,0,0,0,0,0,1111
405,20000105T085536,30414,1,1,87,4,13870,4.1,4,1794,5,5330,2770,3810,1960,0,0,0,0,0,544,520,497,0,0,0,0,0,1111
405,20000105T085609,30415,1,1,81,3,5440,4.1,3.9,1112,6,1560,1940,1940,0,0,0,0,0,0,332,525,0,0,0,0,0,0,111
405,20000105T085644,30416,1,1,87,4,14120,2.9,2.7,1508,5,2650,4320,3430,3720,0,0,0,0,0,412,707,134,0,0,0,0,0,112
405,20000105T085712,30417,1,1,92,5,21980,0.8,0.7,1792,5,6810,5770,4050,2840,2510,0,0,0,0,518,536,355,129,0,0,0,0,1112
405,20000105T085722,30418,1,1,87,2,9490,2.7,2.6,797,4,4170,5320,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,11
405,20000105T085827,30419,1,1,88,5,13980,6,5.8,1485,6,4000,4220,2080,1970,1710,0,0,0,0,366,602,130,132,0,0,0,0,113
405,20000105T085832,30420,1,1,88,5,18060,4.8,4.1,1484,6,5380,4250,3040,2970,2420,0,0,0,0,366,597,130,136,0,0,0,0,113
405,20000105T085857,30421,1,1,110,2,3560,6.7,6.6,628,4,1490,2070,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,11
405,20000105T085956,30422,1,1,88,4,19670,5.1,4.9,1378,6,5550,2780,5940,5400,0,0,0,0,0,383,603,137,0,0,0,0,0,112
405,20000105T090029,30423,1,1,89,4,13240,1.6,1.5,1868,5,5820,4510,1560,1350,0,0,0,0,0,461,651,501,0,0,0,0,0,1111
405,20000105T090058,30424,1,1,87,4,15760,4.9,4.7,858,4,4320,4940,3210,3290,0,0,0,0,0,151,324,138,0,0,0,0,0,22
405,20000105T090138,30425,1,1,88,3,10350,5.7,5.5,1228,6,5190,2030,3130,0,0,0,0,0,0,358,615,0,0,0,0,0,0,111
405,20000105T090140,30426,1,1,71,4,18090,2.2,1.7,1344,6,6030,3760,3970,4330,0,0,0,0,0,384,567,138,0,0,0,0,0,112
405,20000105T090142,30427,1,1,71,2,3550,1.5,0.8,740,4,1630,1920,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,11
405,20000105T090152,30428,1,1,81,4,9960,10.1,9.6,1351,6,2500,2890,2260,2310,0,0,0,0,0,382,588,126,0,0,0,0,0,112
405,20000105T090154,30429,1,1,81,5,24460,1.5,0.8,1266,6,5950,5850,4890,4310,3460,0,0,0,0,337,549,135,128,0,0,0,0,113
405,20000105T090200,30430,1,1,88,4,20210,3.3,3.2,1410,6,4440,7050,4510,4210,0,0,0,0,0,394,625,136,0,0,0,0,0,112
405,20000105T090202,30431,1,1,90,2,7570,2.5,1.9,777,4,2670,4900,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,11
405,20000105T090205,30432,1,1,92,2,6840,3,2.6,650,4,2950,3890,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,11
405,20000105T090236,30433,1,1,89,4,30260,2.1,2,1585,5,6520,12930,5220,5590,0,0,0,0,0,498,498,400,0,0,0,0,0,1111
405,20000105T090400,30434,1,1,88,4,20990,3.4,3.3,1448,6,6500,8560,2800,3130,0,0,0,0,0,378,678,137,0,0,0,0,0,112
405,20000105T090403,30435,1,1,87,4,14670,2.6,1.9,1401,6,4600,5290,2360,2420,0,0,0,0,0,377,651,118,0,0,0,0,0,112
405,20000105T090415,30436,1,1,86,4,12930,5.3,5.1,1497,6,3190,4970,1770,3000,0,0,0,0,0,379,667,196,0,0,0,0,0,112
405,20000105T090431,30437,1,1,88,4,20750,5.7,5.5,1465,6,6350,4470,5040,4890,0,0,0,0,0,365,711,134,0,0,0,0,0,112
405,20000105T090458,30438,1,1,103,2,5290,7.6,7.5,623,4,3130,2160,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,11
405,20000105T090606,30439,1,1,89,4,9810,0.9,0.9,1804,5,3000,3080,2000,1730,0,0,0,0,0,537,587,471,0,0,0,0,0,1111
405,20000105T090649,30440,1,1,89,4,17470,4.1,4,1395,6,5620,5130,3360,3360,0,0,0,0,0,371,634,135,0,0,0,0,0,112
405,20000105T090705,30441,1,1,89,2,4850,7.7,7.6,678,4,3270,1580,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,11
405,20000105T090748,30442,1,1,88,3,6960,8.4,8.2,990,4,3220,2400,1340,0,0,0,0,0,0,593,142,0,0,0,0,0,0,12
405,20000105T090814,30443,1,1,87,2,9020,5,4.8,896,7,5940,3080,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,11
405,20000105T090817,30444,1,1,88,5,9060,2.4,2,1507,6,2450,2950,1100,1130,1430,0,0,0,0,392,598,132,130,0,0,0,0,113
405,20000105T090825,30445,1,1,89,4,16660,5.9,5.7,1507,6,4700,4250,3200,4510,0,0,0,0,0,373,751,128,0,0,0,0,0,112
405,20000105T090827,30446,1,1,89,4,15490,2.4,1.8,1910,5,5950,4740,2980,1820,0,0,0,0,0,538,584,533,0,0,0,0,0,1111
405,20000105T090955,30447,1,1,103,5,20570,1.7,1.5,1626,7,6770,6530,5400,970,900,0,0,0,0,564,129,602,76,0,0,0,0,122
405,20000105T091037,30448,1,1,89,2,10210,5.7,5.5,761,4,4760,5450,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,11
405,20000105T091216,30449,1,1,83,2,5890,3.7,3.6,801,4,4040,1850,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,11
405,20000105T091245,30450,1,1,82,4,18130,9.2,9.1,890,4,4480,5470,4260,3920,0,0,0,0,0,149,351,135,0,0,0,0,0,22
405,20000105T091251,30451,1,1,85,2,10120,6.3,5.9,772,4,5000,5120,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,11
405,20000105T091344,30452,1,1,86,4,12220,3.7,3.6,1386,6,4500,3160,2150,2410,0,0,0,0,0,350,647,134,0,0,0,0,0,112
405,20000105T091431,30453,1,1,87,4,4620,5.8,5.7,1178,5,1480,1520,810,810,0,0,0,0,0,405,437,81,0,0,0,0,0,112
405,20000105T091529,30454,1,1,103,2,3600,3.2,3.1,549,1,1720,1880,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,11
405,20000105T091537,30455,1,1,85,2,3740,3.1,3,571,1,1700,2040,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,11
405,20000105T091644,30456,1,1,86,4,23160,2.6,2.5,1463,6,5900,3720,5630,7910,0,0,0,0,0,364,705,139,0,0,0,0,0,112
405,20000105T091732,30457,1,1,87,3,11530,1.5,1.4,943,4,3930,4560,3040,0,0,0,0,0,0,550,138,0,0,0,0,0,0,12
405,20000105T091810,30458,1,1,93,2,3520,14.9,14.7,551,1,1430,2090,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,11
405,20000105T091810,30459,1,1,91,4,11730,0.7,0.5,1431,6,5060,1790,2200,2680,0,0,0,0,0,378,668,130,0,0,0,0,0,112
405,20000105T091935,30460,1,1,91,3,5000,2.3,2.2,909,7,1560,1980,1460,0,0,0,0,0,0,311,367,0,0,0,0,0,0,111
405,20000105T091959,30461,1,1,87,2,5060,4,3.8,811,4,2420,2640,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,11
405,20000105T092117,30462,1,1,78,2,4650,1.8,1.7,675,4,2680,1970,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,11
405,20000105T092132,30463,1,1,87,4,15110,4.1,4,1424,6,3970,5920,2190,3030,0,0,0,0,0,375,660,134,0,0,0,0,0,112
405,20000105T092218,30464,1,1,100,2,7880,1.5,1.3,691,4,3890,3990,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,11
405,20000105T092310,30465,1,1,88,4,13800,1.8,1.7,1691,5,4110,3950,2650,3090,0,0,0,0,0,568,737,131,0,0,0,0,0,112
405,20000105T092345,30466,1,1,88,4,12590,4.7,4.6,1415,6,3550,4200,2220,2620,0,0,0,0,0,382,641,137,0,0,0,0,0,112
405,20000105T092350,30467,1,1,91,4,17730,4.4,3.7,1449,6,5980,5630,2990,3130,0,0,0,0,0,360,697,137,0,0,0,0,0,112
405,20000105T092422,30469,1,1,85,3,5140,2.3,2.1,759,7,1630,1670,1840,0,0,0,0,0,0,297,301,0,0,0,0,0,0,111
405,20000105T092429,30470,1,1,88,2,5920,6.4,6.1,735,4,3410,2510,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,11
405,20000105T092432,30471,1,1,89,4,15750,3,2.7,1323,6,5180,3460,2840,4270,0,0,0,0,0,330,603,135,0,0,0,0,0,112
405,20000105T092443,30472,1,1,86,4,16940,10.4,9.9,1797,5,7770,4710,2450,2010,0,0,0,0,0,533,552,497,0,0,0,0,0,1111
405,20000105T092454,30473,1,1,87,4,10960,2.4,2.2,1215,6,4000,4550,1070,1340,0,0,0,0,0,380,451,129,0,0,0,0,0,112
405,20000105T092459,30474,1,1,73,3,6050,5.3,4.8,910,7,1590,2010,2450,0,0,0,0,0,0,274,381,0,0,0,0,0,0,111
405,20000105T092602,30475,1,1,88,2,9230,10,9.9,798,4,6110,3120,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,11
405,20000105T092623,30476,1,1,86,5,14280,3,2.9,1443,6,5540,3580,1400,2130,1630,0,0,0,0,354,573,125,136,0,0,0,0,113
405,20000105T092644,30477,1,1,86,2,5770,7.9,7.7,773,4,3780,1990,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,11
405,20000105T092652,30478,1,1,86,4,13220,4.7,4.3,816,4,3990,4040,2540,2650,0,0,0,0,0,150,321,137,0,0,0,0,0,22
405,20000105T092703,30479,1,1,86,5,17220,4.6,4.4,1493,6,5600,4790,2300,2300,2230,0,0,0,0,383,592,131,132,0,0,0,0,113
405,20000105T092806,30480,1,1,88,5,12560,1.4,1.3,1477,6,5810,2610,1130,1470,1540,0,0,0,0,368,589,134,131,0,0,0,0,113
405,20000105T092819,30481,1,1,88,4,14960,6.1,6,1407,6,4160,7090,1520,2190,0,0,0,0,0,379,636,137,0,0,0,0,0,112
405,20000105T092835,30482,1,1,89,4,19350,5.6,5.5,1342,6,6600,5310,4020,3420,0,0,0,0,0,366,583,138,0,0,0,0,0,112
405,20000105T092845,30483,1,1,89,4,16900,2.5,2.3,1594,6,5030,6420,2650,2800,0,0,0,0,0,393,798,148,0,0,0,0,0,112
405,20000105T092859,30484,1,1,99,4,5250,10.4,10.3,1215,7,540,580,2060,2070,0,0,0,0,0,295,371,411,0,0,0,0,0,1111
405,20000105T092905,30485,1,1,87,4,26040,5.4,5,1338,6,5820,8060,6330,5830,0,0,0,0,0,382,560,141,0,0,0,0,0,112
405,20000105T092923,30486,1,1,88,3,10510,2.6,2.5,712,4,6590,2020,1900,0,0,0,0,0,0,389,136,0,0,0,0,0,0,12
405,20000105T093002,30487,1,1,88,2,7430,3,2.9,760,4,4540,2890,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,11
405,20000105T093116,30488,1,1,89,3,9630,3.7,3.5,881,4,3700,2980,2950,0,0,0,0,0,0,184,442,0,0,0,0,0,0,21
405,20000105T093132,30489,1,1,95,3,4470,1.4,1.2,981,2,1680,2060,730,0,0,0,0,0,0,335,391,0,0,0,0,0,0,111
405,20000105T093141,30490,1,1,100,5,19360,1.5,1.4,1513,6,4940,5620,2880,3340,2580,0,0,0,0,399,596,123,140,0,0,0,0,113
405,20000105T093243,30491,1,1,87,2,10800,3.4,3.2,777,4,5250,5550,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,11
405,20000105T093245,30492,1,1,87,2,7930,1.7,1.3,774,4,4350,3580,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,11
405,20000105T093310,30493,1,1,81,5,11110,7.8,7.6,1477,6,2480,3270,1700,1650,2010,0,0,0,0,364,594,134,130,0,0,0,0,113
405,20000105T093352,30494,1,1,87,4,16920,15.8,15.7,1753,5,6110,5970,2120,2720,0,0,0,0,0,525,568,466,0,0,0,0,0,1111
405,20000105T093513,30495,1,1,84,4,10150,1.5,1.4,1360,6,4780,1830,1430,2110,0,0,0,0,0,355,615,135,0,0,0,0,0,112
405,20000105T093526,30496,1,1,88,4,17470,7.7,7.6,1344,6,5680,2810,4250,4730,0,0,0,0,0,380,572,137,0,0,0,0,0,112
405,20000105T093607,30497,1,1,89,2,9270,1.7,1.6,809,4,4140,5130,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,11
405,20000105T093834,30498,1,1,87,4,21430,1.3,1.2,831,4,4620,4620,6050,6140,0,0,0,0,0,150,322,138,0,0,0,0,0,22
