SITE,DTS,COUNTID,LANE,DIR,SPD,AX,GW_TOT,HEADT,GAPT,LENTH,CS,AWT01,AWT02,AWT03,AWT04,AWT05,AWT06,AWT07,AWT08,AWT09,W1_2,W2_3,W3_4,W4_5,W5_6,W6_7,W7_8,W8_9,TYPE
405,20000104T000557,0,1,1,101,2,17930,8.8,8.7,835,3,6050,11880,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,11
405,20000104T002824,1,1,1,83,2,5230,5.1,5,640,4,2870,2360,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,11
405,20000104T003457,2,1,1,84,2,8310,5,4.9,750,4,3870,4440,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,11
405,20000104T011414,3,1,1,89,2,7550,34.8,34.7,832,4,3730,3820,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,11
405,20000104T022526,4,1,1,104,3,20930,99.9,99.9,950,3,6400,9770,4760,0,0,0,0,0,0,566,129,0,0,0,0,0,0,12
405,20000104T030008,5,1,1,86,4,27400,6.3,6.2,1444,5,5690,9340,6550,5820,0,0,0,0,0,418,472,352,0,0,0,0,0,1111
405,20000104T030503,6,1,1,88,4,18860,20.4,20.3,1898,5,5540,7020,2810,3490,0,0,0,0,0,534,573,536,0,0,0,0,0,1111
405,20000104T031004,7,1,1,80,2,10770,3.7,3.5,757,4,4810,5960,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,11
405,20000104T031428,8,1,1,86,3,26510,9.1,8.9,811,4,8630,9350,8530,0,0,0,0,0,0,422,134,0,0,0,0,0,0,12
405,20000104T041850,9,1,1,86,2,6840,57.3,57.2,736,4,3400,3440,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,11
405,20000104T042707,10,1,1,99,2,13200,2.5,2.4,848,3,4090,9110,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,11
405,20000104T044004,11,1,1,89,2,8110,82.7,82.6,822,4,3750,4360,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,11
405,20000104T044109,12,1,1,86,2,6360,11.7,11.5,743,4,2870,3490,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,11
405,20000104T045244,13,1,1,85,2,7010,42.5,42.4,736,4,3710,3300,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,11
405,20000104T045531,14,1,1,90,2,9510,48.7,48.6,790,4,3580,5930,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,11
405,20000104T050741,15,1,1,81,4,20640,15.1,15,1447,6,6720,6390,3800,3730,0,0,0,0,0,383,677,132,0,0,0,0,0,112
405,20000104T050948,16,1,1,80,2,5860,6.5,6.4,669,4,3230,2630,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,11
405,20000104T051005,17,1,1,79,4,8900,16.6,16.3,1664,5,2370,2540,1570,2420,0,0,0,0,0,425,386,598,0,0,0,0,0,1111
405,20000104T051055,18,1,1,86,2,8530,11.4,11.3,790,4,3710,4820,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,11
405,20000104T051124,19,1,1,83,4,14230,29,28.6,1826,5,4630,4960,2450,2190,0,0,0,0,0,552,596,470,0,0,0,0,0,1111
405,20000104T051303,20,1,1,102,2,3620,41.6,41.5,590,4,1250,2370,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,11
405,20000104T051320,21,1,1,108,3,6300,16.8,16.6,1137,6,1310,2760,2230,0,0,0,0,0,0,356,526,0,0,0,0,0,0,111
405,20000104T051324,22,1,1,107,4,14130,3.9,3.5,1643,3,3600,7040,2930,560,0,0,0,0,0,598,136,654,0,0,0,0,0,121
405,20000104T051557,23,1,1,88,5,13430,8.4,8.3,1233,6,6530,1680,2260,1840,1120,0,0,0,0,373,373,131,136,0,0,0,0,113
405,20000104T051814,24,1,1,88,5,15090,51.2,51.1,1441,6,4790,2360,2190,2900,2850,0,0,0,0,320,130,604,132,0,0,0,0,122
405,20000104T052002,25,1,1,91,2,10450,36.9,36.7,802,4,5610,4840,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,11
405,20000104T052031,26,1,1,96,3,5010,10.6,10.5,990,6,1470,1980,1560,0,0,0,0,0,0,316,482,0,0,0,0,0,0,111
405,20000104T052750,27,1,1,99,4,13720,29,28.8,1379,6,5490,4630,2040,1560,0,0,0,0,0,383,617,124,0,0,0,0,0,112
405,20000104T053451,28,1,1,87,2,10310,15.1,14.9,817,4,6350,3960,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,11
405,20000104T053505,29,1,1,89,2,8640,13.5,13.1,835,4,4710,3930,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,11
405,20000104T053542,30,1,1,81,3,5280,11.4,11.2,1072,6,1450,2090,1740,0,0,0,0,0,0,334,486,0,0,0,0,0,0,111
405,20000104T054250,31,1,1,85,4,7990,10.3,10.2,1362,6,2470,2130,1440,1950,0,0,0,0,0,382,586,139,0,0,0,0,0,112
405,20000104T054632,32,1,1,86,2,8730,19.6,19.5,737,4,4890,3840,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,11
405,20000104T054648,33,1,1,90,4,11830,8.7,8.6,1474,5,3150,3670,2230,2780,0,0,0,0,0,411,674,134,0,0,0,0,0,112
405,20000104T054801,34,1,1,87,5,21720,2.6,2.4,1875,5,4590,4940,4770,4000,3420,0,0,0,0,451,139,552,478,0,0,0,0,1211
405,20000104T054802,35,1,1,86,2,11390,1.1,0.3,764,4,7460,3930,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,11
405,20000104T055221,36,1,1,87,2,6190,4.3,4.1,740,4,2400,3790,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,11
405,20000104T055304,37,1,1,84,2,9500,36,35.9,794,4,4350,5150,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,11
405,20000104T055544,38,1,1,94,4,11580,7.3,7.2,1480,5,2450,4720,1910,2500,0,0,0,0,0,413,677,135,0,0,0,0,0,112
405,20000104T055622,39,1,1,87,2,10340,15.6,15.5,810,4,4300,6040,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,11
405,20000104T055821,40,1,1,83,2,6940,40.6,40.4,734,4,3130,3810,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,11
405,20000104T055829,41,1,1,89,4,17570,7.2,6.9,1407,6,4200,8410,2480,2480,0,0,0,0,0,374,641,137,0,0,0,0,0,112
405,20000104T060507,42,1,1,86,5,13880,15,14.9,1514,7,5770,2940,1690,1630,1850,0,0,0,0,419,577,133,130,0,0,0,0,113
405,20000104T060612,43,1,1,89,4,11900,3,2.9,1292,6,4340,2980,2420,2160,0,0,0,0,0,381,563,136,0,0,0,0,0,112
405,20000104T060645,44,1,1,86,2,6590,9.5,9.3,802,4,2870,3720,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,11
405,20000104T060712,45,1,1,85,5,25260,12.6,12.5,1468,6,5840,5050,4650,4950,4770,0,0,0,0,366,585,133,129,0,0,0,0,113
405,20000104T060955,46,1,1,84,5,13770,6.9,6.8,1466,6,5400,2430,1940,2100,1900,0,0,0,0,360,584,132,135,0,0,0,0,113
405,20000104T061003,47,1,1,87,2,13890,8.1,7.4,839,4,6540,7350,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,11
405,20000104T061213,48,1,1,88,5,22140,7.5,7.4,1523,6,3470,5730,4340,4340,4260,0,0,0,0,377,626,124,141,0,0,0,0,113
405,20000104T061413,49,1,1,88,5,24130,2.4,2.3,1476,6,6810,4250,4250,4060,4760,0,0,0,0,363,598,129,131,0,0,0,0,113
405,20000104T061441,50,1,1,79,4,12930,1.6,1.5,1335,6,4970,2380,2740,2840,0,0,0,0,0,368,576,136,0,0,0,0,0,112
405,20000104T061449,51,1,1,85,3,6170,8.2,7.6,959,7,1400,1930,2840,0,0,0,0,0,0,333,393,0,0,0,0,0,0,111
405,20000104T061747,52,1,1,95,2,7850,12.1,11.9,795,4,4280,3570,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,11
405,20000104T061955,53,1,1,79,2,9410,10.4,10.3,829,4,4940,4470,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,11
405,20000104T062115,54,1,1,88,4,15640,11.1,11,1466,6,3370,6260,3430,2580,0,0,0,0,0,375,707,129,0,0,0,0,0,112
405,20000104T062214,55,1,1,84,4,13980,4.5,4.4,1733,5,5150,5090,1910,1830,0,0,0,0,0,528,516,506,0,0,0,0,0,1111
405,20000104T062624,56,1,1,84,2,5670,8.4,8.3,737,4,3450,2220,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,11
405,20000104T062918,57,1,1,84,2,10340,3,2.8,681,4,4340,6000,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,11
405,20000104T063002,58,1,1,85,5,14350,4.7,4.6,1267,6,6250,2470,3260,1460,910,0,0,0,0,373,398,130,135,0,0,0,0,113
405,20000104T063109,59,1,1,88,3,18570,2.3,2.2,970,4,8660,5240,4670,0,0,0,0,0,0,577,138,0,0,0,0,0,0,12
405,20000104T063320,60,1,1,86,5,10560,2.8,2.6,1472,6,2440,1660,2360,2030,2070,0,0,0,0,367,591,128,131,0,0,0,0,113
405,20000104T063502,61,1,1,87,2,5000,6.1,6,736,4,2610,2390,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,11
405,20000104T063642,62,1,1,87,4,13380,3.5,3.4,1451,6,4460,4820,1990,2110,0,0,0,0,0,384,661,151,0,0,0,0,0,112
405,20000104T063905,63,1,1,88,5,25520,2.8,2.7,1470,6,6600,5300,4600,4500,4520,0,0,0,0,385,567,133,130,0,0,0,0,113
405,20000104T064206,64,1,1,86,5,24080,5.5,5.4,1459,6,6320,6510,3400,3590,4260,0,0,0,0,354,590,132,128,0,0,0,0,113
405,20000104T064348,65,1,1,86,4,11920,4.1,3.9,1317,6,4860,3970,1540,1550,0,0,0,0,0,386,580,130,0,0,0,0,0,112
405,20000104T064737,66,1,1,88,4,9980,6,5.9,1133,6,4930,1410,1760,1880,0,0,0,0,0,367,432,120,0,0,0,0,0,112
405,20000104T064829,67,1,1,87,5,22290,2.2,2.1,1484,6,5240,7780,3140,3060,3070,0,0,0,0,366,597,130,136,0,0,0,0,113
405,20000104T065044,68,1,1,80,5,9840,3.5,3.4,1478,6,3740,2740,1120,1120,1120,0,0,0,0,364,594,134,131,0,0,0,0,113
405,20000104T065105,69,1,1,86,5,13140,3.8,3.7,1487,7,3190,4380,1910,1850,1810,0,0,0,0,405,565,130,132,0,0,0,0,113
405,20000104T065126,70,1,1,89,4,18280,5.2,5.1,1482,6,4870,6810,3010,3590,0,0,0,0,0,365,731,131,0,0,0,0,0,112
405,20000104T065240,71,1,1,99,2,6870,2.1,2,673,4,3710,3160,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,11
405,20000104T065305,72,1,1,83,4,24280,1.2,1.1,1149,6,6380,5420,6190,6290,0,0,0,0,0,358,437,119,0,0,0,0,0,112
405,20000104T065306,73,1,1,83,2,10020,1.4,0.9,738,4,4520,5500,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,11
405,20000104T065516,74,1,1,96,4,5320,3.7,3.6,1165,7,980,1100,1790,1450,0,0,0,0,0,297,369,418,0,0,0,0,0,1111
405,20000104T065629,75,1,1,87,4,10980,5.3,5.2,1408,6,3320,3140,2320,2200,0,0,0,0,0,361,614,178,0,0,0,0,0,112
405,20000104T065637,76,1,1,90,3,4450,3.9,3.7,883,7,1910,1100,1440,0,0,0,0,0,0,316,369,0,0,0,0,0,0,111
405,20000104T065800,77,1,1,89,4,18060,4.3,4.2,1178,6,3320,5520,4890,4330,0,0,0,0,0,333,452,138,0,0,0,0,0,112
405,20000104T070021,78,1,1,89,5,15570,1.9,1.7,1683,5,5430,2990,2930,2140,2080,0,0,0,0,481,134,677,136,0,0,0,0,122
405,20000104T070034,79,1,1,89,2,5300,2.6,2.4,716,4,2080,3220,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,11
405,20000104T070110,80,1,1,86,4,18640,9.1,8.9,1525,6,3220,8920,2490,4010,0,0,0,0,0,383,687,200,0,0,0,0,0,1111
405,20000104T070145,81,1,1,89,4,13450,1.6,1.5,1819,5,3060,3640,3000,3750,0,0,0,0,0,511,578,481,0,0,0,0,0,1111
405,20000104T070202,82,1,1,85,2,9320,14.9,14.7,753,4,3940,5380,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,11
405,20000104T070217,83,1,1,87,5,24200,1.7,1.6,1463,6,6740,8450,2840,3030,3140,0,0,0,0,350,596,132,130,0,0,0,0,113
405,20000104T070312,84,1,1,88,4,13820,3,2.8,1497,6,5800,2980,2600,2440,0,0,0,0,0,384,725,133,0,0,0,0,0,112
405,20000104T070340,85,1,1,89,2,9000,4.5,4.4,677,4,4410,4590,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,11
405,20000104T070443,86,1,1,90,4,9760,7.8,7.6,1268,6,5590,2060,1110,1000,0,0,0,0,0,381,519,135,0,0,0,0,0,112
405,20000104T070446,87,1,1,89,3,9190,2.8,2.3,730,7,4680,2810,1700,0,0,0,0,0,0,337,138,0,0,0,0,0,0,12
405,20000104T070503,88,1,1,92,5,27790,7.3,7.2,1817,5,7190,7520,4690,5880,2510,0,0,0,0,455,135,473,506,0,0,0,0,1211
405,20000104T070515,89,1,1,86,5,13790,4.6,4.4,1678,5,5790,2320,2760,1460,1460,0,0,0,0,485,133,675,130,0,0,0,0,122
405,20000104T070543,90,1,1,88,4,8650,2.9,2.8,1385,6,2100,2000,2270,2280,0,0,0,0,0,385,607,138,0,0,0,0,0,112
405,20000104T070554,91,1,1,85,5,13900,3.3,3.2,1251,6,6370,2340,2560,1630,1000,0,0,0,0,378,370,135,133,0,0,0,0,113
405,20000104T070752,92,1,1,88,2,4800,7.2,7,767,4,2300,2500,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,11
405,20000104T071055,93,1,1,87,4,21090,4.5,4.4,1448,6,5710,8110,3800,3470,0,0,0,0,0,378,678,137,0,0,0,0,0,112
405,20000104T071126,94,1,1,88,3,10990,5.7,5.3,881,4,5860,2540,2590,0,0,0,0,0,0,486,140,0,0,0,0,0,0,12
405,20000104T071201,95,1,1,88,4,6450,3.8,3.7,1473,6,2500,2000,980,970,0,0,0,0,0,382,706,130,0,0,0,0,0,112
405,20000104T071220,96,1,1,88,3,11500,1.6,1.5,701,7,5180,3380,2940,0,0,0,0,0,0,327,139,0,0,0,0,0,0,12
405,20000104T071418,97,1,1,91,4,6690,7.7,7.4,1361,7,3040,2860,520,270,0,0,0,0,0,377,474,281,0,0,0,0,0,1111
405,20000104T071533,98,1,1,86,4,14860,6.3,6.1,1344,6,5880,4020,2210,2750,0,0,0,0,0,353,624,136,0,0,0,0,0,112
405,20000104T071734,99,1,1,82,5,21850,4.1,4,1769,5,6170,3940,3250,4280,4210,0,0,0,0,452,134,464,509,0,0,0,0,1211
405,20000104T071803,100,1,1,89,4,14230,4.8,4.6,1447,6,4180,5300,2000,2750,0,0,0,0,0,355,705,132,0,0,0,0,0,112
405,20000104T072024,101,1,1,89,2,8070,2.3,2.2,814,4,5600,2470,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,11
405,20000104T072120,102,1,1,80,4,13090,7.1,7,847,4,2820,2620,3800,3850,0,0,0,0,0,178,280,134,0,0,0,0,0,22
405,20000104T072327,103,1,1,84,4,15580,3,2.9,1391,6,4830,3540,3720,3490,0,0,0,0,0,355,683,140,0,0,0,0,0,112
405,20000104T072343,104,1,1,88,2,6840,1.9,1.8,782,4,5020,1820,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,11
405,20000104T072415,105,1,1,84,4,8440,4.1,3.9,1436,6,2910,3010,1190,1330,0,0,0,0,0,365,685,131,0,0,0,0,0,112
405,20000104T072644,106,1,1,87,6,16760,3.3,3.2,1660,6,4860,3740,3610,1120,1510,1920,0,0,0,325,132,677,132,139,0,0,0,123
405,20000104T072647,107,1,1,89,4,18590,3.8,3,1627,6,3210,6120,4230,5030,0,0,0,0,0,382,855,135,0,0,0,0,0,112
405,20000104T072653,108,1,1,88,2,8390,5.3,4.5,737,4,4870,3520,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,11
405,20000104T073019,109,1,1,64,2,26380,5.8,5.7,609,1,13340,13040,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,11
405,20000104T073045,110,1,1,74,2,15260,3.1,2.9,631,4,5270,9990,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,11
405,20000104T073052,111,1,1,81,3,6600,3.9,3.7,1052,6,1450,2450,2700,0,0,0,0,0,0,334,463,0,0,0,0,0,0,111
405,20000104T073155,112,1,1,80,3,12030,1.9,1.8,672,7,3770,3720,4540,0,0,0,0,0,0,286,131,0,0,0,0,0,0,12
405,20000104T073228,113,1,1,88,2,8780,4.8,4.7,779,4,4300,4480,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,11
405,20000104T073259,114,1,1,82,5,13040,4,3.9,1490,6,6080,1630,1430,1990,1910,0,0,0,0,368,600,130,137,0,0,0,0,113
405,20000104T073305,115,1,1,84,3,13240,5.5,4.8,1550,6,5910,3530,3800,0,0,0,0,0,0,382,1012,0,0,0,0,0,0,111
405,20000104T073308,116,1,1,82,4,3600,3.5,2.8,1234,7,1320,1400,440,440,0,0,0,0,0,360,552,67,0,0,0,0,0,112
405,20000104T073326,117,1,1,90,4,15490,4.8,4.6,1325,6,6930,4620,2000,1940,0,0,0,0,0,360,574,136,0,0,0,0,0,112
405,20000104T073340,118,1,1,86,2,8440,8.3,8.2,816,4,5960,2480,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,11
405,20000104T073634,119,1,1,88,2,4890,7,6.8,752,4,2250,2640,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,11
405,20000104T073716,120,1,1,91,2,4260,5.1,4.9,604,4,2190,2070,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,11
405,20000104T073746,121,1,1,88,2,4530,1.6,1.5,831,4,2180,2350,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,11
405,20000104T074002,122,1,1,80,4,18720,1.8,1.7,853,4,5720,4400,4400,4200,0,0,0,0,0,152,309,137,0,0,0,0,0,22
405,20000104T074149,123,1,1,87,2,8120,4.9,4.8,672,4,5220,2900,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,11
405,20000104T074235,124,1,1,84,3,5340,3.3,3.1,1043,6,1610,1550,2180,0,0,0,0,0,0,315,473,0,0,0,0,0,0,111
405,20000104T074322,125,1,1,90,3,8770,1.3,1.1,795,4,4950,2030,1790,0,0,0,0,0,0,400,140,0,0,0,0,0,0,12
405,20000104T074336,126,1,1,95,2,3520,3.4,3.2,594,1,1570,1950,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,11
405,20000104T074357,127,1,1,81,4,13600,6,5.9,1509,6,5490,3570,1970,2570,0,0,0,0,0,383,668,203,0,0,0,0,0,1111
405,20000104T074549,128,1,1,58,6,10140,9.4,9.2,1858,7,1990,2460,1950,1710,990,1040,0,0,0,289,364,289,364,297,0,0,0,111111
405,20000104T074613,129,1,1,85,4,13910,1.1,1,1784,5,5780,2620,3000,2510,0,0,0,0,0,522,577,451,0,0,0,0,0,1111
405,20000104T074620,130,1,1,88,4,14080,6.4,5.7,932,4,3420,3810,3480,3370,0,0,0,0,0,145,406,135,0,0,0,0,0,22
405,20000104T074745,131,1,1,86,2,4290,1.8,1.7,730,4,1800,2490,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,11
405,20000104T074827,132,1,1,88,2,11710,4.3,4.1,780,4,7480,4230,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,11
405,20000104T074848,133,1,1,85,2,6960,6.9,6.8,738,4,3470,3490,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,11
405,20000104T074856,134,1,1,91,2,5400,8.2,7.8,658,4,3710,1690,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,11
405,20000104T074942,135,1,1,86,5,25890,4.3,4.1,1475,6,6190,5580,4260,4360,5500,0,0,0,0,377,583,129,131,0,0,0,0,113
405,20000104T074957,136,1,1,86,4,12670,8.1,7.9,1412,6,5420,2680,1990,2580,0,0,0,0,0,381,644,132,0,0,0,0,0,112
405,20000104T075022,137,1,1,89,4,12010,4,3.9,1813,5,5230,2920,2210,1650,0,0,0,0,0,521,583,479,0,0,0,0,0,1111
405,20000104T075127,138,1,1,87,2,6850,2.2,2.1,759,4,4620,2230,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,11
405,20000104T075210,139,1,1,81,4,26000,5.9,5.8,920,7,4690,4990,8670,7650,0,0,0,0,0,195,336,134,0,0,0,0,0,22
405,20000104T075331,140,1,1,88,3,12130,4.6,4.5,1468,6,6230,3570,2330,0,0,0,0,0,0,385,828,0,0,0,0,0,0,111
405,20000104T075438,141,1,1,86,2,5840,3.6,3.4,791,4,2470,3370,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,11
405,20000104T075529,142,1,1,93,4,9520,4.7,4.5,1754,5,4550,1980,1710,1280,0,0,0,0,0,502,570,509,0,0,0,0,0,1111
405,20000104T075555,143,1,1,73,2,12760,3.5,3.3,803,4,4800,7960,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,11
405,20000104T075601,144,1,1,93,2,3970,6.1,5.7,619,4,1380,2590,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,11
405,20000104T075635,145,1,1,88,4,21800,7.6,7.4,824,4,5300,4190,5980,6330,0,0,0,0,0,146,292,135,0,0,0,0,0,22
405,20000104T075655,146,1,1,91,5,9680,4.8,4.6,1479,6,2840,3870,950,950,1070,0,0,0,0,369,595,129,131,0,0,0,0,113
405,20000104T075716,147,1,1,83,2,4150,5.9,5.8,759,4,2200,1950,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,11
405,20000104T075844,148,1,1,92,4,12440,10,9.9,1420,6,3070,4000,2540,2830,0,0,0,0,0,383,653,129,0,0,0,0,0,112
405,20000104T075859,149,1,1,87,2,11440,5.2,5.1,776,4,4040,7400,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,11
405,20000104T080212,150,1,1,86,2,10390,3.1,2.9,748,4,4640,5750,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,11
405,20000104T080301,151,1,1,84,2,4470,2.3,2.2,761,4,2310,2160,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,11
405,20000104T080315,152,1,1,87,6,17780,9.6,9.4,1712,7,3970,4880,1880,1810,2720,2520,0,0,0,145,380,138,447,431,0,0,0,2211
405,20000104T080400,153,1,1,89,5,28340,2.1,2,1471,7,6550,6220,4670,4780,6120,0,0,0,0,414,548,128,126,0,0,0,0,113
405,20000104T080452,154,1,1,87,4,23670,1.2,1.1,876,4,3900,4540,7520,7710,0,0,0,0,0,148,345,137,0,0,0,0,0,22
405,20000104T080512,155,1,1,80,2,6550,2.5,2.3,656,4,4030,2520,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,11
405,20000104T080604,156,1,1,89,4,13240,2.3,2.1,834,4,1920,2490,4360,4470,0,0,0,0,0,149,318,140,0,0,0,0,0,22
405,20000104T080712,157,1,1,85,2,7530,4.5,4.4,712,4,3540,3990,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,11
405,20000104T080759,158,1,1,87,2,10470,4.4,4.3,810,4,6570,3900,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,11
405,20000104T080811,159,1,1,94,4,6140,1.6,1.4,1387,6,2260,2000,1010,870,0,0,0,0,0,381,617,134,0,0,0,0,0,112
405,20000104T080821,160,1,1,83,2,7680,2.9,2.7,736,4,3400,4280,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,11
405,20000104T080927,161,1,1,87,4,16370,4.1,3.9,1166,6,6350,4620,2690,2710,0,0,0,0,0,362,461,119,0,0,0,0,0,112
405,20000104T080941,162,1,1,83,4,17780,5.6,5.4,1828,5,5920,3970,3900,3990,0,0,0,0,0,539,533,509,0,0,0,0,0,1111
405,20000104T081003,163,1,1,86,4,21290,1.5,1.4,1528,5,8180,6260,2920,3930,0,0,0,0,0,443,495,378,0,0,0,0,0,1111
405,20000104T081027,164,1,1,84,2,8110,1.1,1,691,4,4420,3690,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,11
405,20000104T081043,165,1,1,92,4,15700,5.9,5.7,1861,5,6090,3510,3570,2530,0,0,0,0,0,535,585,486,0,0,0,0,0,1111
405,20000104T081050,166,1,1,90,4,17650,7.6,6.8,1826,5,4010,5260,5120,3260,0,0,0,0,0,476,557,546,0,0,0,0,0,1111
405,20000104T081122,167,1,1,84,5,13100,2,1.9,1524,7,5550,3130,1640,1330,1450,0,0,0,0,413,592,129,135,0,0,0,0,113
405,20000104T081204,168,1,1,88,2,11750,7.9,7.8,618,4,4560,7190,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,11
405,20000104T081253,169,1,1,86,4,3670,3,2.8,1156,7,930,1380,800,560,0,0,0,0,0,335,494,72,0,0,0,0,0,112
405,20000104T081311,170,1,1,85,2,9040,5.9,5.9,713,4,5520,3520,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,11
405,20000104T081407,171,1,1,89,4,17450,5.8,5.6,803,4,3080,2460,6020,5890,0,0,0,0,0,176,232,140,0,0,0,0,0,22
405,20000104T081526,172,1,1,96,2,3820,5.6,5.5,631,4,1420,2400,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,11
405,20000104T081703,173,1,1,109,2,3770,2.1,2,544,1,1470,2300,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,11
405,20000104T081723,174,1,1,88,2,7600,0.9,0.8,811,4,5420,2180,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,11
405,20000104T081817,175,1,1,87,4,25850,7.1,7,873,4,4660,5470,7910,7810,0,0,0,0,0,149,355,143,0,0,0,0,0,22
405,20000104T081821,176,1,1,89,3,10910,4.1,3.8,721,7,6630,2140,2140,0,0,0,0,0,0,346,137,0,0,0,0,0,0,12
405,20000104T081823,177,1,1,89,5,21340,1.4,1.1,1895,5,5770,4180,2510,4600,4280,0,0,0,0,475,135,495,535,0,0,0,0,1211
405,20000104T081945,178,1,1,85,2,8400,6.4,6.2,750,4,5270,3130,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,11
405,20000104T082000,179,1,1,87,3,4630,7,6.9,631,7,2230,1250,1150,0,0,0,0,0,0,324,136,0,0,0,0,0,0,12
405,20000104T082052,180,1,1,89,4,13880,8.1,8,1350,6,5390,4460,1960,2070,0,0,0,0,0,382,511,202,0,0,0,0,0,1111
405,20000104T082144,181,1,1,90,5,16760,1.4,1.2,1465,6,6310,4340,1510,2360,2240,0,0,0,0,374,578,128,130,0,0,0,0,113
405,20000104T082225,182,1,1,89,2,9210,1.5,1.4,801,4,5230,3980,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,11
405,20000104T082339,183,1,1,89,3,14770,10.8,10.7,855,4,8630,2780,3360,0,0,0,0,0,0,456,144,0,0,0,0,0,0,12
405,20000104T082418,184,1,1,87,3,11360,5.9,5.7,904,4,3740,4680,2940,0,0,0,0,0,0,511,138,0,0,0,0,0,0,12
405,20000104T082451,185,1,1,84,2,3760,1.6,1.5,718,4,1500,2260,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,11
405,20000104T082542,186,1,1,83,5,16050,3.8,3.6,1479,6,6230,2200,2450,2390,2780,0,0,0,0,374,590,129,131,0,0,0,0,113
405,20000104T082627,187,1,1,89,2,8810,5.1,4.9,825,4,4140,4670,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,11
